player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Yuito Suzuki,Japan,Japan,"FW,MF",24-242,2001,Freiburg,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,3.0,1.0,0.0,1.0,7.5,5.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yukinari Sugawara,Japan,Japan,"DF,FW",25-361,2000,Werder Bremen,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,2.73,2.73,0.0,0.0,17.0,18.3,,0,2,17.0,0,2.0,2.0,0.0,2.0,5.45,4.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yūto Nagatomo,Japan,Japan,"DF,MF",39-285,1986,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zion Suzuki,Japan,Japan,GK,23-307,2002,Parma,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,6.0,2.0,4.0,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,6.0,4.0,66.7,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
Abdallah Al-Fakhouri,Jordan,Jordan,GK,26-153,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdallah Nasib,Jordan,Jordan,DF,32-119,1994,,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,85.0,94.4,85.0,1,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,1.0,1.0,0.0,0.0,5.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Azaizeh,Jordan,Jordan,MF,22-072,2004,Al-Shabab,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,5.0,5.0,,0,2,5.0,0,0.0,0.0,1.0,-1.0,-10.0,-8.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ali Olwan,Jordan,Jordan,MF,26-090,2000,,2,2,179.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,6.0,3.0,50.0,3.02,1.51,0.17,0.33,90.0,99.4,90.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.51,-1.51,0.0,0.0,2.0,1.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Amer Jamous,Jordan,Jordan,MF,23-356,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anas Badawi,Jordan,Jordan,DF,28-284,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Husam Abu Dahab,Jordan,Jordan,DF,26-042,2000,,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,49.4,89.0,0,0,,1,0.0,1.0,2.0,-1.0,-1.01,0.97,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Sadeh,Jordan,Jordan,MF,26-058,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ihsan Haddad,Jordan,Jordan,DF,32-139,1994,,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.53,0.0,0.0,,85.0,94.4,85.0,1,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,2.0,1.0,0.0,7.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mahmoud Al-Mardi,Jordan,Jordan,MF,32-261,1993,,2,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.06,1.06,0.0,0.0,43.0,47.2,75.0,0,1,10.0,0,0.0,1.0,2.0,-1.0,-1.06,0.84,0.0,2.0,1.0,0.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mo Abualnadi,Jordan,Jordan,DF,25-136,2001,,1,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,71.0,39.4,71.0,0,0,,1,0.0,1.0,1.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Abu Hasheesh,Jordan,Jordan,DF,31-046,1995,,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,6.0,3.3,,0,1,6.0,1,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Al-Dawud,Jordan,Jordan,"FW,MF",34-073,1992,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,0.0,0.0,1.0,-1.0,-30.0,-28.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohammad Taha,Jordan,Jordan,MF,20-346,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohannad Abu Taha,Jordan,Jordan,DF,23-142,2003,,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,87.0,96.7,87.0,1,0,,0,0.0,2.0,5.0,-3.0,-1.55,-1.55,0.0,1.0,1.0,0.0,5.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Musa Al-Taamari,Jordan,Jordan,FW,29-014,1997,Rennes,2,2,170.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,6.0,2.0,33.3,3.18,1.06,0.0,0.0,85.0,94.4,85.0,0,0,,0,0.0,2.0,4.0,-2.0,-1.06,7.94,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nizar Al Rashdan,Jordan,Jordan,MF,27-093,1999,,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,2.0,1.0,50.0,1.0,0.5,0.5,1.0,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,4.0,3.0,0.0,0.0,0.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Noor Al Rawabdeh,Jordan,Jordan,MF,29-120,1997,,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,1.0,0.0,0.0,0.0,1.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Nour Bani Attiah,Jordan,Jordan,GK,33-150,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odeh Al-Fakhouri,Jordan,Jordan,MF,20-214,2005,,2,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.87,0.87,0.0,0.0,52.0,57.2,88.0,0,1,15.0,0,0.0,1.0,3.0,-2.0,-1.75,-0.58,0.0,1.0,2.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Rajaei Ayed,Jordan,Jordan,MF,32-334,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saed Al-Rosan,Jordan,Jordan,DF,29-143,1997,,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,5.6,,0,1,10.0,1,0.0,0.0,1.0,-1.0,-9.0,-7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Salim Obaid,Jordan,Jordan,DF,34-158,1992,,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,10.0,11.1,,0,2,10.0,0,0.0,0.0,2.0,-2.0,-9.0,-8.44,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Sharara,Jordan,Jordan,FW,28-176,1997,,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yazan Al-Arab,Jordan,Jordan,DF,30-144,1996,FC Seoul,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,1.0,0.0,0.0,0.0,5.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,
Yazeed Abulaila,Jordan,Jordan,GK,33-167,1993,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,0.0,2.0,5.0,-3.0,-1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,5.0,2.5,12.0,7.0,58.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Bae Jun-ho,Korea Republic,Korea Republic,"FW,MF",22-307,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cho Gue-sung,Korea Republic,Korea Republic,FW,28-150,1998,Midtjylland,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,12.86,6.43,0.0,0.0,14.0,7.8,,0,1,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cho Wi-je,Korea Republic,Korea Republic,DF,24-303,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eom Ji-sung,Korea Republic,Korea Republic,MF,24-046,2002,Swansea City,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,21.0,23.3,,0,2,21.0,0,1.5,1.0,0.0,1.0,2.14,2.8,0.0,0.0,1.0,0.0,3.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang Hee-chan,Korea Republic,Korea Republic,"FW,MF",30-149,1996,Wolves,2,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.0,,0,2,32.0,0,1.5,2.0,0.0,2.0,2.86,4.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang In-beom,Korea Republic,Korea Republic,MF,29-277,1996,Feyenoord,2,2,173.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.52,0.52,1.04,0.52,1.04,4.0,2.0,50.0,2.08,1.04,0.25,0.5,87.0,96.1,87.0,1,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jens Castrop,Korea Republic,Korea Republic,MF,22-330,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Hyeon-woo,Korea Republic,Korea Republic,GK,34-272,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jin-gyu,Korea Republic,Korea Republic,MF,29-120,1997,Jeonbuk,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.86,0.0,0.0,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Min-jae,Korea Republic,Korea Republic,DF,29-221,1996,Bayern Munich,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Moon-hwan,Korea Republic,Korea Republic,MF,30-327,1995,Daejeon Hana,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,70.0,38.9,70.0,0,0,,1,0.0,0.0,1.0,-1.0,-1.29,-2.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Seung-gyu,Korea Republic,Korea Republic,GK,35-267,1990,FC Tokyo,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,8.0,6.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kim Tae-hyeon,Korea Republic,Korea Republic,DF,25-280,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dong-gyeong,Korea Republic,Korea Republic,"FW,MF",28-277,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25-352,2000,Gangwon FC,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Han-beom,Korea Republic,Korea Republic,DF,24-007,2002,Midtjylland,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,6.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Korea Republic,Korea Republic,FW,33-318,1992,Mainz 05,2,2,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.54,0.77,0.0,0.0,59.0,65.0,59.0,0,0,,0,1.5,0.0,2.0,-2.0,-1.54,-4.4,0.0,1.0,4.0,1.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Kang-in,Korea Republic,Korea Republic,FW,25-125,2001,PSG,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,1.0,33.3,1.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,1.0,5.0,0.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Tae-seok,Korea Republic,Korea Republic,MF,23-331,2002,Austria Wien,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,37.8,68.0,0,0,,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,Korea Republic,Korea Republic,FW,25-073,2001,Beşiktaş,2,0,56.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.61,0.0,1.61,1.61,1.61,2.0,1.0,50.0,3.21,1.61,0.5,1.0,28.0,31.1,,0,2,28.0,0,1.5,1.0,0.0,1.0,1.61,2.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paik Seung-ho,Korea Republic,Korea Republic,MF,29-099,1997,Birmingham City,2,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,80.0,88.3,80.0,0,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Park Jinseob,Korea Republic,Korea Republic,"DF,MF",30-244,1995,Zhejiang,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Seol Young-woo,Korea Republic,Korea Republic,MF,27-201,1998,Red Star,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,80.0,88.9,80.0,1,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Son Heung-min,Korea Republic,Korea Republic,FW,33-351,1992,LAFC,2,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,4.35,0.73,0.0,0.0,62.0,68.9,62.0,0,0,,0,1.5,1.0,2.0,-1.0,-0.73,-2.33,0.0,0.0,3.0,2.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Song Bum-keun,Korea Republic,Korea Republic,GK,28-252,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Hyun-jun,Korea Republic,Korea Republic,"FW,MF",24-030,2002,Celtic,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,11.1,,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexis Vega,Mexico,Mexico,"FW,MF",28-211,1997,Toluca,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,3.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Armando González,Mexico,Mexico,FW,23-065,2003,Guadalajara,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.3,,0,1,15.0,1,3.0,0.0,0.0,0.0,0.0,-1.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Brian Gutiérrez,Mexico,Mexico,MF,23-007,2003,Guadalajara,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.33,0.0,0.0,,68.0,75.0,68.0,0,0,,0,3.0,2.0,0.0,2.0,1.33,-0.67,0.0,3.0,2.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Carlos Acevedo,Mexico,Mexico,GK,30-066,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Huerta,Mexico,Mexico,"FW,MF",25-203,2000,Anderlecht,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
César Montes,Mexico,Mexico,DF,29-120,1997,Loko Moscow,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,49.4,89.0,0,0,,0,3.0,2.0,0.0,2.0,2.02,1.03,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Edson Álvarez,Mexico,Mexico,DF,28-243,1997,West Ham,2,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,53.0,58.3,90.0,1,1,15.0,0,3.0,1.0,0.0,1.0,0.86,-1.54,0.0,0.0,1.0,0.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Erik Lira,Mexico,Mexico,MF,26-047,2000,Cruz Azul,2,2,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,0.0,0.0,,0.0,0.0,,,83.0,91.7,83.0,1,0,,0,3.0,3.0,0.0,3.0,1.64,1.64,0.0,2.0,2.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gilberto Mora,Mexico,Mexico,MF,17-253,2008,Tijuana,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,13.9,,0,1,25.0,1,3.0,1.0,0.0,1.0,3.6,2.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Guillermo Martínez Ayala,Mexico,Mexico,FW,31-101,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Ochoa,Mexico,Mexico,GK,40-346,1985,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Reyes,Mexico,Mexico,DF,26-032,2000,América,2,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,0.0,,51.0,56.1,90.0,1,1,11.0,0,3.0,2.0,0.0,2.0,1.78,0.64,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jesús Gallardo,Mexico,Mexico,DF,31-313,1994,Toluca,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,2.0,1.0,0.0,2.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Johan Vásquez,Mexico,Mexico,DF,27-245,1998,Genoa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
