player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Taha Ali,Sweden,Sweden,"FW,MF",27-358,1998,Malmö,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,0.0,0.0,1.0,-1.0,-7.5,-8.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Victor Lindelöf,Sweden,Sweden,DF,31-342,1994,Aston Villa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Gyökeres,Sweden,Sweden,FW,28-020,1998,Arsenal,2,2,180.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,10.0,5.0,50.0,5.0,2.5,0.1,0.2,90.0,100.0,90.0,2,0,,0,1.5,6.0,6.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Viktor Johansson,Sweden,Sweden,GK,27-283,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasin Ayari,Sweden,Sweden,MF,22-261,2003,Brighton,2,2,168.0,1.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.07,0.0,1.07,1.07,1.07,7.0,3.0,42.9,3.75,1.61,0.29,0.67,84.0,93.3,84.0,1,0,,0,1.5,6.0,5.0,1.0,0.54,8.04,0.0,2.0,3.0,0.0,9.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ardon Jashari,Switzerland,Switzerland,MF,23-329,2002,Milan,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,,2.0,1.1,,0,1,2.0,1,1.0,0.0,1.0,-1.0,-45.0,-47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Aurèle Amenda,Switzerland,Switzerland,DF,22-328,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breel Embolo,Switzerland,Switzerland,FW,29-130,1997,Rennes,2,2,178.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.51,0.51,1.01,0.0,0.51,5.0,1.0,20.0,2.53,0.51,0.0,0.0,89.0,98.9,89.0,1,0,,0,2.0,3.0,1.0,2.0,1.01,-43.99,0.0,3.0,4.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Cedric Itten,Switzerland,Switzerland,"FW,MF",29-179,1996,Düsseldorf,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,1,3.0,2.0,1.0,1.0,45.0,43.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Christian Fassnacht,Switzerland,Switzerland,"FW,MF",32-225,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Ndoye,Switzerland,Switzerland,"MF,FW",25-242,2000,Nottingham,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,6.67,2.67,0.0,0.0,68.0,75.0,68.0,0,0,,0,2.0,1.0,0.0,1.0,0.67,-3.33,0.0,1.0,6.0,1.0,5.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Denis Zakaria,Switzerland,Switzerland,DF,29-216,1996,Monaco,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,90.0,50.0,90.0,1,0,,1,1.0,1.0,1.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Djibril Sow,Switzerland,Switzerland,MF,29-138,1997,Sevilla,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,11.1,,0,1,20.0,1,3.0,4.0,1.0,3.0,13.5,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Eray Cömert,Switzerland,Switzerland,DF,28-140,1998,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabian Rieder,Switzerland,Switzerland,MF,24-128,2002,Augsburg,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,,48.0,52.8,70.0,0,1,25.0,0,2.0,0.0,1.0,-1.0,-0.95,-5.18,0.0,0.0,2.0,0.0,4.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Granit Xhaka,Switzerland,Switzerland,MF,33-270,1992,Sunderland,2,2,180.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,4.0,1.0,25.0,2.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,1.0,2.0,0.0,1.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gregor Kobel,Switzerland,Switzerland,GK,28-200,1997,Dortmund,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,7.0,5.0,71.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Johan Manzambi,Switzerland,Switzerland,MF,20-253,2005,Freiburg,2,0,45.0,0.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,50.0,8.0,4.0,0.5,1.0,23.0,25.0,,0,2,23.0,0,2.0,4.0,2.0,2.0,4.0,3.33,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luca Jaquez,Switzerland,Switzerland,DF,23-022,2003,Stuttgart,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,2.8,,0,1,5.0,1,3.0,2.0,1.0,1.0,18.0,16.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Manuel Akanji,Switzerland,Switzerland,DF,30-340,1995,Inter,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,0.0,2.0,0.0,0.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Marvin Keller,Switzerland,Switzerland,GK,23-356,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michel Aebischer,Switzerland,Switzerland,"MF,FW",29-169,1997,Pisa,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.33,0.67,0.0,0.0,68.0,75.0,68.0,0,0,,0,2.0,1.0,0.0,1.0,0.67,-3.33,0.0,1.0,2.0,0.0,6.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Miro Muheim,Switzerland,Switzerland,"DF,MF",28-092,1998,Hamburger SV,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,0,1.0,0.0,1.0,-1.0,-45.0,-47.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico Elvedi,Switzerland,Switzerland,DF,29-267,1996,Gladbach,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,5.0,2.0,3.0,1.5,,0.0,3.0,2.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noah Okafor,Switzerland,Switzerland,"FW,MF",26-031,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remo Freuler,Switzerland,Switzerland,MF,34-070,1992,Bologna,2,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,0.0,0.0,,89.0,98.9,89.0,1,0,,0,2.0,5.0,1.0,4.0,2.02,47.02,0.0,2.0,1.0,1.0,2.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Ricardo Rodríguez,Switzerland,Switzerland,DF,33-303,1992,Real Betis,2,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,98.9,89.0,1,0,,0,2.0,5.0,1.0,4.0,2.02,47.02,0.0,3.0,0.0,0.0,12.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Ruben Vargas,Switzerland,Switzerland,MF,27-323,1998,Sevilla,2,1,98.0,1.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.92,0.92,1.84,0.92,1.84,5.0,3.0,60.0,4.59,2.76,0.2,0.33,49.0,54.4,78.0,0,1,20.0,0,2.0,5.0,1.0,4.0,3.67,4.77,0.0,1.0,4.0,0.0,15.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Silvan Widmer,Switzerland,Switzerland,DF,33-111,1993,Mainz 05,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,85.0,47.2,85.0,0,0,,1,3.0,2.0,0.0,2.0,2.12,1.17,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yvon Mvogo,Switzerland,Switzerland,GK,32-018,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeki Amdouni,Switzerland,Switzerland,"FW,MF",25-202,2000,Burnley,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5,0.0,0.0,,12.0,6.7,,0,1,12.0,1,1.0,0.0,1.0,-1.0,-7.5,-9.64,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Adem Arous,Tunisia,Tunisia,DF,21-342,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ali Abdi,Tunisia,Tunisia,DF,32-186,1993,Nice,2,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,99.4,90.0,1,0,,0,0.0,1.0,9.0,-8.0,-4.02,-4.02,0.0,4.0,1.0,0.0,4.0,3.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Anis Ben Slimane,Tunisia,Tunisia,"MF,FW",25-100,2001,Norwich City,2,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,87.0,96.1,87.0,1,0,,0,0.0,1.0,8.0,-7.0,-3.64,9.22,0.0,0.0,0.0,2.0,3.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Aymen Dahmen,Tunisia,Tunisia,GK,29-147,1997,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,0.0,4.0,-4.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,4.0,4.0,5.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Dylan Bronn,Tunisia,Tunisia,DF,31-005,1995,Servette FC,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,45.0,25.0,45.0,0,0,,1,0.0,0.0,2.0,-2.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elias Achouri,Tunisia,Tunisia,"FW,MF",27-134,1999,FC Copenhagen,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,10.0,11.1,,0,2,10.0,0,0.0,0.0,2.0,-2.0,-9.0,-5.63,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Elias Saad,Tunisia,Tunisia,"MF,FW",26-179,1999,Hannover 96,2,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.78,0.0,0.0,,58.0,64.4,58.0,0,0,,0,0.0,1.0,5.0,-4.0,-3.1,2.52,0.0,1.0,3.0,1.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ellyes Skhiri,Tunisia,Tunisia,MF,31-045,1995,Frankfurt,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,80.0,88.9,80.0,0,0,,0,0.0,1.0,7.0,-6.0,-3.38,5.63,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Firas Chaouat,Tunisia,Tunisia,FW,30-047,1996,,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,18.3,,0,2,17.0,0,0.0,0.0,3.0,-3.0,-8.18,-5.12,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hadj Mahmoud,Tunisia,Tunisia,MF,26-061,2000,Lugano,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,19.0,10.6,,0,1,19.0,1,0.0,0.0,2.0,-2.0,-9.47,-6.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hannibal Mejbri,Tunisia,Tunisia,MF,23-154,2003,Burnley,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.0,1.0,9.0,-8.0,-4.0,,0.0,3.0,10.0,0.0,6.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Hazem Mastouri,Tunisia,Tunisia,FW,29-006,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismaël Gharbi,Tunisia,Tunisia,MF,22-075,2004,Augsburg,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7,0.0,0.0,,27.0,29.4,,0,2,27.0,0,0.0,0.0,4.0,-4.0,-6.79,-3.96,0.0,0.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Khalil Ayari,Tunisia,Tunisia,FW,21-142,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Amine Ben Hamida,Tunisia,Tunisia,DF,30-191,1995,,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,75.0,90.0,1,1,45.0,0,0.0,1.0,7.0,-6.0,-4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Montassar Talbi,Tunisia,Tunisia,DF,28-029,1998,Lorient,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.0,1.0,9.0,-8.0,-4.0,,0.0,1.0,1.0,0.0,0.0,4.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mortadha Ben Ouanes,Tunisia,Tunisia,"DF,MF",31-357,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouhib Chamakh,Tunisia,Tunisia,GK,24-303,2001,,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,0.0,1.0,5.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,90.0,5.0,5.0,6.0,1.0,16.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Moutaz Neffati,Tunisia,Tunisia,DF,21-293,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Rekik,Tunisia,Tunisia,DF,24-186,2001,,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,100.0,0.5,0.5,1.0,1.0,90.0,100.0,90.0,2,0,,0,0.0,1.0,9.0,-8.0,-4.0,,0.0,0.0,1.0,1.0,1.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Raed Chikhaoui,Tunisia,Tunisia,DF,22-015,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rani Khedira,Tunisia,Tunisia,MF,32-148,1994,Union Berlin,2,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.08,0.0,0.0,,42.0,46.1,82.0,0,1,1.0,0,0.0,1.0,3.0,-2.0,-2.17,3.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Rayan Elloumi,Tunisia,Tunisia,FW,18-280,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabri Ben Hassen,Tunisia,Tunisia,GK,30-011,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Tounekti,Tunisia,Tunisia,FW,23-346,2002,Celtic,2,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,42.0,46.1,64.0,0,1,19.0,0,0.0,0.0,4.0,-4.0,-4.34,-0.63,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yan Valery,Tunisia,Tunisia,DF,27-122,1999,Young Boys,2,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,81.0,89.4,81.0,1,0,,0,0.0,1.0,7.0,-6.0,-3.35,6.12,0.0,4.0,0.0,0.0,3.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Abdülkerim Bardakcı,Türkiye,Turkey,DF,31-290,1994,Galatasaray,2,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.03,0.51,0.0,0.0,88.0,97.2,88.0,1,0,,0,0.0,0.0,3.0,-3.0,-1.54,-1.54,0.0,1.0,2.0,0.0,7.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
